"Folder","*.laz","*.las","*.lda","ept.json","*.copc","*.copc.laz"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_45122g5","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_45122g6","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_45122g7","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_45122g8","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_45122h5","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_45122h6","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_45122h7","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_45122h8a","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_45122h8b","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_45122h8c","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46116a8","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46116b8","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46116c8","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46116d2","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46116d3a","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46116d3b","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46116d4","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46116d5","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46116d6","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46116d7","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46116d8","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46116e3","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46116e4a","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46116e4b","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46116e5","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46116e6","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46117a1","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46117c1a","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46117c1b","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46117d1","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46117d2","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46117e2","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46117e3","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46117e4","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46117e7","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46117e8","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46117f4","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46117f5","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46117f6","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46117f7","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46118a7","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46118a8","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46118b7","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46118b8","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46118c6","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46118c7","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46118c8","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46118d5","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46118d6","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46118e1","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46118e2","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46118e3","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46118e4","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46118e5","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46118f2","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46119a1","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46119b1","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46119b2","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46119b3","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46119c2a","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46119c2b","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46119c3","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46119c4","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46119d2","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46119d3","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46119d4","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46119e3","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46119e4","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46119e7","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46119e8","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46119f5","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46119f4","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46119f6","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46119f7","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46119f8","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46119g8","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46119h8","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46120h1","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46122a6","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46122a7a","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46122a7b","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46122a8","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46122b7a","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46122b7b","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46122b7c","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46122b8","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46122c7a","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46122c7b","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46122c8","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46123a1a","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46123a1b","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46123a2","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46123a3","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46123a4","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46123a6","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46123a7","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46123a8a","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46123a8b","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46123b1","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46123b2","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46123b3","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46123b4","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46123b5","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46123b6","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46123b7","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46123b8","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46123c2","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46123c3a","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46123c3b","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46123c3c","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46123c4","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46123c5a","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46123c5b","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46123c6","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46123c7","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46123c8","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46123d5","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46123d6","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46124b1","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_46124c1","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_47114c3","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_47114c4","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_47114c5","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_47114c6","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_47114c7","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_47114d3","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_47114d4","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_47114d7","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_47114e3a","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_47114d8","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_47114e3b","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_47114e3c","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_47114e4","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_47114e8a","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_47114e8b","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_47114f1","0","0","0","0","0","0"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\CRG_2010_ColumbiaRiver_Lidar_UTM10_11\2_DTM\be_47114f2","0","0","0","0","0","0"
