"Folder","*.las","*.laz"
"q:4FRI_Phase2\Rasters\Bare_Earth\be_34110c22","0","0"
"q:4FRI_Phase2\Rasters\Bare_Earth\be_34110c23","0","0"
"q:4FRI_Phase2\Rasters\Bare_Earth\be_34110c24","0","0"
"q:4FRI_Phase2\Rasters\Bare_Earth\be_34110c31","0","0"
"q:4FRI_Phase2\Rasters\Bare_Earth\be_34110c32","0","0"
"q:4FRI_Phase2\Rasters\Bare_Earth\be_34110c33","0","0"
"q:4FRI_Phase2\Rasters\Bare_Earth\be_34110c34","0","0"
"q:4FRI_Phase2\Rasters\Bare_Earth\be_34110c41","0","0"
"q:4FRI_Phase2\Rasters\Bare_Earth\be_34110c42","0","0"
"q:4FRI_Phase2\Rasters\Bare_Earth\be_34110c43","0","0"
"q:4FRI_Phase2\Rasters\Bare_Earth\be_34110c44","0","0"
"q:4FRI_Phase2\Rasters\Bare_Earth\be_34110c51","0","0"
"q:4FRI_Phase2\Rasters\Bare_Earth\be_34110c52","0","0"
"q:4FRI_Phase2\Rasters\Bare_Earth\be_34110c53","0","0"
"q:4FRI_Phase2\Rasters\Bare_Earth\be_34110c54","0","0"
"q:4FRI_Phase2\Rasters\Bare_Earth\be_34110c61","0","0"
"q:4FRI_Phase2\Rasters\Bare_Earth\be_34110c62","0","0"
"q:4FRI_Phase2\Rasters\Bare_Earth\be_34110c63","0","0"
"q:4FRI_Phase2\Rasters\Bare_Earth\be_34110c64","0","0"
"q:4FRI_Phase2\Rasters\Bare_Earth\be_34110c72","0","0"
"q:4FRI_Phase2\Rasters\Bare_Earth\be_34110c74","0","0"
"q:4FRI_Phase2\Rasters\Bare_Earth\be_34110d13","0","0"
"q:4FRI_Phase2\Rasters\Bare_Earth\be_34110d14","0","0"
"q:4FRI_Phase2\Rasters\Bare_Earth\be_34110d21","0","0"
"q:4FRI_Phase2\Rasters\Bare_Earth\be_34110d22","0","0"
"q:4FRI_Phase2\Rasters\Bare_Earth\be_34110d23","0","0"
"q:4FRI_Phase2\Rasters\Bare_Earth\be_34110d24","0","0"
"q:4FRI_Phase2\Rasters\Bare_Earth\be_34110d31","0","0"
"q:4FRI_Phase2\Rasters\Bare_Earth\be_34110d32","0","0"
"q:4FRI_Phase2\Rasters\Bare_Earth\be_34110d33","0","0"
"q:4FRI_Phase2\Rasters\Bare_Earth\be_34110d34","0","0"
"q:4FRI_Phase2\Rasters\Bare_Earth\be_34110d41","0","0"
"q:4FRI_Phase2\Rasters\Bare_Earth\be_34110d42","0","0"
"q:4FRI_Phase2\Rasters\Bare_Earth\be_34110d43","0","0"
"q:4FRI_Phase2\Rasters\Bare_Earth\be_34110d44","0","0"
"q:4FRI_Phase2\Rasters\Bare_Earth\be_34110d51","0","0"
"q:4FRI_Phase2\Rasters\Bare_Earth\be_34110d52","0","0"
"q:4FRI_Phase2\Rasters\Bare_Earth\be_34110d53","0","0"
"q:4FRI_Phase2\Rasters\Bare_Earth\be_34110d54","0","0"
"q:4FRI_Phase2\Rasters\Bare_Earth\be_34110d64","0","0"
"q:4FRI_Phase2\Rasters\Bare_Earth\be_34110e33","0","0"
"q:4FRI_Phase2\Rasters\Bare_Earth\be_34110e43","0","0"
"q:4FRI_Phase2\Rasters\Bare_Earth\be_34110e44","0","0"
"q:4FRI_Phase2\Rasters\Bare_Earth\be_34110e51","0","0"
"q:4FRI_Phase2\Rasters\Bare_Earth\be_34110e52","0","0"
"q:4FRI_Phase2\Rasters\Bare_Earth\be_34110e53","0","0"
"q:4FRI_Phase2\Rasters\Bare_Earth\be_34110e54","0","0"
"q:4FRI_Phase2\Rasters\Bare_Earth\info","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_33109e11","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_33109e12","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_33109e31","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_33109e32","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_33109e33","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_33109e34","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_33109e41","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_33109e42","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_33109f11","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_33109f12","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_33109f13","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_33109f14","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_33109f21","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_33109f22","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_33109f23","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_33109f24","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_33109f31","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_33109f32","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_33109f33","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_33109f34","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_33109f41","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_33109f42","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_33109f43","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_33109f44","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_33109g11","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_33109g12","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_33109g13","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_33109g14","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_33109g21","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_33109g22","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_33109g23","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_33109g24","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_33109g31","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_33109g32","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_33109g33","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_33109g34","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_33109g41","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_33109g42","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_33109g43","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_33109g44","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_33109h11","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_33109h12","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_33109h13","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_33109h14","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_33109h21","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_33109h22","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_33109h23","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_33109h24","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_33109h31","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_33109h32","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_33109h33","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_33109h34","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_33109h41","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_33109h42","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_33109h43","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_33109h44","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_33109h52","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_33109h54","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34109a13","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34109a14","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34109a23","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34109a24","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34109a31","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34109a32","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34109a33","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34109a34","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34109a41","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34109a42","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34109a43","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34109a44","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34109a51","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34109a52","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34109a53","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34109a54","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34109a62","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34109a71","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34109a72","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34109a81","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34109a82","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34109b43","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34109b51","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34109b52","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34109b53","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34109b54","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34109b61","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34109b62","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34109b63","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34109b64","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34109b71","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34109b72","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34109b73","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34109b74","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34109b81","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34109b82","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34109b83","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34109b84","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34109c63","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34109c73","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34109c74","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34109c83","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34109c84","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34110b11","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34110b12","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34110b14","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34110b21","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34110b22","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34110b31","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34110b32","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34110c11","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34110c12","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34110c13","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34110c14","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34110c21","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34110c22","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34110c23","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34110c24","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34110c31","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34110c32","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34110c33","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34110c34","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34110c41","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34110c42","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34110c43","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34110c44","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34110c51","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34110c52","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34110c53","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34110c54","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34110c61","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34110c62","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34110c63","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34110c64","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34110c72","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34110c74","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34110d13","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34110d14","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34110d21","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34110d22","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34110d23","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34110d24","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34110d31","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34110d32","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34110d33","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34110d34","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34110d41","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34110d42","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34110d43","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34110d44","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34110d51","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34110d52","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34110d53","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34110d54","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34110d64","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34110e33","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34110e43","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34110e44","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34110e51","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34110e52","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34110e53","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\hh_34110e54","0","0"
"q:4FRI_Phase2\Rasters\Highest_Hit\info","0","0"
"q:4FRI_Phase2\Rasters\Intensity_Images","0","0"
"q:4FRI_Phase2\Report","0","0"
"q:4FRI_Phase2\Vectors","0","0"
"q:4FRI_Phase2\Vectors\Flightlines","0","0"
"q:4FRI_Phase2\Vectors\Indices","0","0"
"q:4FRI_Phase2\Vectors\SBETs","0","0"
"q:AnimasNM_BLM","0","0"
"q:AnimasNM_BLM\Report","0","0"
"q:AnimasNM_BLM\UTM13","0","0"
"q:AnimasNM_BLM\UTM13\Control","0","0"
"q:AnimasNM_BLM\UTM13\Control\FVA","0","0"
"q:AnimasNM_BLM\UTM13\Control\Processing","0","0"
"q:AnimasNM_BLM\UTM13\Control\Quality_Checkpoints","0","0"
"q:AnimasNM_BLM\UTM13\DEM_IMG","0","0"
"q:AnimasNM_BLM\UTM13\Hydro_Breaklines","0","0"
"q:AnimasNM_BLM\UTM13\Intensity_Images","0","0"
"q:AnimasNM_BLM\UTM13\LAS_1.4","1","0"
"q:AnimasNM_BLM\UTM13\LAS_1.4\QAQC2","0","0"
"q:AnimasNM_BLM\UTM13\LAS_1.4_HPC","0","0"
"q:AnimasNM_BLM\UTM13\LAS_1.4_Project","1","0"
"q:AnimasNM_BLM\UTM13\Metadata","0","0"
"q:AnimasNM_BLM\UTM13\Metadata\SWATH","0","0"
"q:AnimasNM_BLM\UTM13\PDAL","0","0"
"q:AnimasNM_BLM\UTM13\Swath_LAS_1.4","1","0"
"q:AnimasNM_BLM\UTM13\Tile_Index","0","0"
"q:MountainairRD_2017","0","0"
"q:MountainairRD_2017\Project_Home_Mountainair","0","0"
"q:MountainairRD_2017\Project_Home_Mountainair\deliverables","0","0"
"q:MountainairRD_2017\Project_Home_Mountainair\deliverables\raster","0","0"
"q:MountainairRD_2017\Project_Home_Mountainair\deliverables\raster\BareEarth","0","0"
"q:MountainairRD_2017\Project_Home_Mountainair\deliverables\raster\BareEarth\DOQQ","0","0"
"q:MountainairRD_2017\Project_Home_Mountainair\deliverables\raster\BareEarth\DOQQ\doqq-grid","0","0"
"q:MountainairRD_2017\Project_Home_Mountainair\deliverables\raster\BareEarth\DOQQ\doqq-grid\Manzano","0","0"
"q:MountainairRD_2017\Project_Home_Mountainair\deliverables\raster\BareEarth\DOQQ\doqq-grid\Manzano\be_34106f41","0","0"
"q:MountainairRD_2017\Project_Home_Mountainair\deliverables\raster\BareEarth\DOQQ\doqq-grid\Manzano\be_34106f42","0","0"
"q:MountainairRD_2017\Project_Home_Mountainair\deliverables\raster\BareEarth\DOQQ\doqq-grid\Manzano\be_34106f43","0","0"
"q:MountainairRD_2017\Project_Home_Mountainair\deliverables\raster\BareEarth\DOQQ\doqq-grid\Manzano\be_34106f44","0","0"
"q:MountainairRD_2017\Project_Home_Mountainair\deliverables\raster\BareEarth\DOQQ\doqq-grid\Manzano\be_34106f54","0","0"
"q:MountainairRD_2017\Project_Home_Mountainair\deliverables\raster\BareEarth\DOQQ\doqq-grid\Manzano\be_34106g21","0","0"
"q:MountainairRD_2017\Project_Home_Mountainair\deliverables\raster\BareEarth\DOQQ\doqq-grid\Manzano\be_34106g23","0","0"
"q:MountainairRD_2017\Project_Home_Mountainair\deliverables\raster\BareEarth\DOQQ\doqq-grid\Manzano\be_34106g31","0","0"
"q:MountainairRD_2017\Project_Home_Mountainair\deliverables\raster\BareEarth\DOQQ\doqq-grid\Manzano\be_34106g32","0","0"
"q:MountainairRD_2017\Project_Home_Mountainair\deliverables\raster\BareEarth\DOQQ\doqq-grid\Manzano\be_34106g33","0","0"
"q:MountainairRD_2017\Project_Home_Mountainair\deliverables\raster\BareEarth\DOQQ\doqq-grid\Manzano\be_34106g34","0","0"
"q:MountainairRD_2017\Project_Home_Mountainair\deliverables\raster\BareEarth\DOQQ\doqq-grid\Manzano\be_34106g42","0","0"
"q:MountainairRD_2017\Project_Home_Mountainair\deliverables\raster\BareEarth\DOQQ\doqq-grid\Manzano\be_34106g43","0","0"
"q:MountainairRD_2017\Project_Home_Mountainair\deliverables\raster\BareEarth\DOQQ\doqq-grid\Manzano\be_34106g44","0","0"
"q:MountainairRD_2017\Project_Home_Mountainair\deliverables\raster\BareEarth\DOQQ\doqq-grid\Manzano\be_34106h23","0","0"
"q:MountainairRD_2017\Project_Home_Mountainair\deliverables\raster\BareEarth\DOQQ\doqq-grid\Manzano\be_34106h33","0","0"
"q:MountainairRD_2017\Project_Home_Mountainair\deliverables\raster\BareEarth\DOQQ\doqq-grid\Manzano\be_34106h34","0","0"
"q:MountainairRD_2017\Project_Home_Mountainair\deliverables\raster\BareEarth\DOQQ\doqq-grid\Manzano\info","0","0"
"q:MountainairRD_2017\Project_Home_Mountainair\deliverables\vector","0","0"
"q:MountainairRD_2017\Project_Home_Mountainair\NAIP","0","0"
"q:MountainairRD_2017\Project_Home_Mountainair\NAIP\Gallinas","0","0"
"q:MountainairRD_2017\Project_Home_Mountainair\NAIP\Manzanos","0","0"
"q:MountainairRD_2017\Project_Home_Mountainair\point","0","0"
"q:MountainairRD_2017\Project_Home_Mountainair\processing","0","0"
"q:MountainairRD_2017\Project_Home_Mountainair\processing\LTK","0","0"
"q:MountainairRD_2017\Project_Home_Mountainair\processing\LTK\Gallinas","0","0"
"q:MountainairRD_2017\Project_Home_Mountainair\Products","0","0"
"q:MountainairRD_2017\Project_Home_Mountainair\Products\BareGround","0","0"
"q:MountainairRD_2017\Project_Home_Mountainair\Products\CanopyHeight","0","0"
"q:MountainairRD_2017\Project_Home_Mountainair\Products\Gallinas","0","0"
"q:MountainairRD_2017\Project_Home_Mountainair\Products\Gallinas\BareGround","0","0"
"q:MountainairRD_2017\Project_Home_Mountainair\Products\Gallinas\CanopyHeight","0","0"
"q:MountainairRD_2017\Project_Home_Mountainair\Products\Gallinas\Metrics","0","0"
"q:MountainairRD_2017\Project_Home_Mountainair\Products\Gallinas\Metrics\Gallinas","0","0"
"q:MountainairRD_2017\Project_Home_Mountainair\Products\Gallinas\Metrics\Gallinas\TIFs","0","0"
"q:MountainairRD_2017\Project_Home_Mountainair\Products\Gallinas\TileMetrics","0","0"
"q:MountainairRD_2017\Project_Home_Mountainair\Products\Gallinas\TileMetrics\Gallinas","0","0"
"q:MountainairRD_2017\Project_Home_Mountainair\Products\Manzanos","0","0"
"q:MountainairRD_2017\Project_Home_Mountainair\Products\Manzanos\TIFs","0","0"
"q:MountainairRD_2017\Project_Home_Mountainair\Products\Metrics","0","0"
"q:MountainairRD_2017\Project_Home_Mountainair\Products\QAQC","0","0"
"q:MountainairRD_2017\Project_Home_Mountainair\Products\TileMetrics","0","0"
"q:MountainairRD_2017\Report","0","0"
"q:Pinalenos_2008","0","0"
"q:Pinalenos_2008\1m_mosaics","0","0"
"q:Pinalenos_2008\Deliverables","0","0"
"q:Pinalenos_2008\Deliverables\Points","0","0"
"q:Pinalenos_2008\Deliverables\Points\All_returns","1","0"
"q:Pinalenos_2008\Deliverables\Points\Ground_returns","0","0"
"q:Pinalenos_2008\Deliverables\Rasters","0","0"
"q:Pinalenos_2008\Deliverables\Rasters\Surface_Models","0","0"
"q:Pinalenos_2008\Deliverables\Rasters\Surface_Models\Bare_Earth","0","0"
"q:Pinalenos_2008\Deliverables\Rasters\Surface_Models\Bare_Earth\be_32109f7","0","0"
"q:Pinalenos_2008\Deliverables\Rasters\Surface_Models\Bare_Earth\be_32109f8","0","0"
"q:Pinalenos_2008\Deliverables\Rasters\Surface_Models\Bare_Earth\be_32110f1","0","0"
"q:Pinalenos_2008\Deliverables\Rasters\Surface_Models\Bare_Earth\info","0","0"
"q:Pinalenos_2008\Deliverables\Rasters\Surface_Models\Highest_Hit","0","0"
"q:Pinalenos_2008\Deliverables\Rasters\Surface_Models\Highest_Hit\hh_32109f7","0","0"
"q:Pinalenos_2008\Deliverables\Rasters\Surface_Models\Highest_Hit\hh_32109f8","0","0"
"q:Pinalenos_2008\Deliverables\Rasters\Surface_Models\Highest_Hit\hh_32110f1","0","0"
"q:Pinalenos_2008\Deliverables\Rasters\Surface_Models\Highest_Hit\info","0","0"
"q:Pinalenos_2008\Deliverables\Report","0","0"
"q:Pinalenos_2008\Deliverables\Vectors","0","0"
"q:Pinalenos_2008\Deliverables\Vectors\Flightlines","0","0"
"q:Pinalenos_2008\Deliverables\Vectors\SBET_trajectories","0","0"
"q:Pinalenos_2008\Deliverables\Vectors\SBET_trajectories\trajs","0","0"
"q:Pinalenos_2008\Deliverables\Vectors\Total_Area_Flown","0","0"
"q:Pinalenos_2008\Intensity","0","0"
"q:Pinalenos_2008\lidar_test.gdb","0","0"
"q:Pinalenos_2008\lidar_test_unmanaged.gdb","0","0"
"q:Pinalenos_2008\pin_models","0","0"
"q:Pinalenos_2008\pin_models\ba_live","0","0"
"q:Pinalenos_2008\pin_models\ba_tot","0","0"
"q:Pinalenos_2008\pin_models\biom_hct","0","0"
"q:Pinalenos_2008\pin_models\biom_m","0","0"
"q:Pinalenos_2008\pin_models\cbd","0","0"
"q:Pinalenos_2008\pin_models\cbh","0","0"
"q:Pinalenos_2008\pin_models\cfl","0","0"
"q:Pinalenos_2008\pin_models\earlier versions","0","0"
"q:Pinalenos_2008\pin_models\earlier versions\Pin_Models","0","0"
"q:Pinalenos_2008\pin_models\earlier versions\Pin_Models\Models","0","0"
"q:Pinalenos_2008\pin_models\earlier versions\Pin_Models\Models\BALive","0","0"
"q:Pinalenos_2008\pin_models\earlier versions\Pin_Models\Models\BALive\balv_raw","0","0"
"q:Pinalenos_2008\pin_models\earlier versions\Pin_Models\Models\BALive\conf_mask","0","0"
"q:Pinalenos_2008\pin_models\earlier versions\Pin_Models\Models\BALive\conf_mask\balv_confid","0","0"
"q:Pinalenos_2008\pin_models\earlier versions\Pin_Models\Models\BALive\conf_mask\info","0","0"
"q:Pinalenos_2008\pin_models\earlier versions\Pin_Models\Models\BALive\FM","0","0"
"q:Pinalenos_2008\pin_models\earlier versions\Pin_Models\Models\BALive\FM\balv_msk","0","0"
"q:Pinalenos_2008\pin_models\earlier versions\Pin_Models\Models\BALive\FM\Clipped","0","0"
"q:Pinalenos_2008\pin_models\earlier versions\Pin_Models\Models\BALive\FM\Clipped\balv_final","0","0"
"q:Pinalenos_2008\pin_models\earlier versions\Pin_Models\Models\BALive\FM\Clipped\info","0","0"
"q:Pinalenos_2008\pin_models\earlier versions\Pin_Models\Models\BALive\FM\info","0","0"
"q:Pinalenos_2008\pin_models\earlier versions\Pin_Models\Models\BALive\info","0","0"
"q:Pinalenos_2008\pin_models\earlier versions\Pin_Models\Models\BATotal","0","0"
"q:Pinalenos_2008\pin_models\earlier versions\Pin_Models\Models\BATotal\batot_raw","0","0"
"q:Pinalenos_2008\pin_models\earlier versions\Pin_Models\Models\BATotal\conf_mask","0","0"
"q:Pinalenos_2008\pin_models\earlier versions\Pin_Models\Models\BATotal\conf_mask\batot_confid","0","0"
"q:Pinalenos_2008\pin_models\earlier versions\Pin_Models\Models\BATotal\conf_mask\info","0","0"
"q:Pinalenos_2008\pin_models\earlier versions\Pin_Models\Models\BATotal\FM","0","0"
"q:Pinalenos_2008\pin_models\earlier versions\Pin_Models\Models\BATotal\FM\batot_msk","0","0"
"q:Pinalenos_2008\pin_models\earlier versions\Pin_Models\Models\BATotal\FM\Clipped","0","0"
"q:Pinalenos_2008\pin_models\earlier versions\Pin_Models\Models\BATotal\FM\Clipped\batot_final","0","0"
"q:Pinalenos_2008\pin_models\earlier versions\Pin_Models\Models\BATotal\FM\Clipped\info","0","0"
"q:Pinalenos_2008\pin_models\earlier versions\Pin_Models\Models\BATotal\FM\info","0","0"
